player,mu,sigma,wins,losses,sets
marionette,18.2379224142,4.15383424981,2,6,8
krakennrv-,18.2371571938,4.82118274096,1,4,5
sg1simmons,18.2371535524,6.35988573931,0,2,2
migboy,18.2359000664,6.20887040273,0,2,2
duke,18.235420088,6.3594542091,0,2,2
tafy,18.2352684538,4.69883278028,1,4,5
nuts4nuts4nuts,18.232707062,6.15287702823,0,2,2
jeff chang,18.2314440659,6.33949456221,0,2,2
pengwenhawk,18.2295782072,6.35320884793,0,2,2
els3y,18.2256869099,6.1417663267,0,2,2
ketchupnmustard,18.2248054873,6.35712442662,0,2,2
psiguy,18.224116661,5.98867020517,0,2,2
djstank,18.2232921457,6.30997860779,0,2,2
solo,18.2184276089,3.50245033501,3,10,13
black pit,18.2175082758,6.05902665305,0,2,2
ds,18.2144205704,3.6112232453,2,5,7
nuggyjones,18.2140833698,6.01715711869,0,2,2
peter,18.2132481954,6.02349107937,0,2,2
aisengobay,18.2049544227,6.23510357107,0,2,2
flat,18.199020153,6.26506717841,0,2,2
tuukkatime,18.1968969079,6.13709710101,0,2,2
kepp,18.1929123127,4.79243101217,1,4,5
sdoc,18.1916740764,6.07777445212,0,2,2
connoramo,18.1893215791,6.70765709634,0,1,1
lolex,18.1878221595,3.74557085679,3,6,9
him,18.1876132981,6.06468095853,0,2,2
porter,18.1873401433,6.28773254264,0,2,2
vile,18.1865757683,6.15003530559,0,2,2
bass,18.1862188639,6.23141240502,0,2,2
moonman,18.1829969528,4.57436046482,1,4,5
#20g9ry2gp,18.1821213017,4.52100097543,1,4,5
ricedude,18.1815795085,6.35667866989,0,2,2
champagne papi,18.1806601701,6.33934377402,0,2,2
tlbs,18.1746948674,5.70023074596,0,4,4
tarzan,18.1738002419,6.35483782361,0,2,2
mayofknees,18.1727745837,5.99776420424,0,2,2
faded,18.1716374459,4.00468420792,2,4,6
hummuslover69,18.1695070233,5.93758347516,0,2,2
pat,18.1693629391,6.33322709773,0,2,2
ziltoidfalco,18.1688443736,6.32624678292,0,2,2
tpop,18.1644216129,6.13650018319,0,2,2
bajoggles,18.1643477863,6.1312735904,0,2,2
kitty,18.1559970157,6.11938911677,0,2,2
long and hard,18.1539216447,6.35079651557,0,2,2
that0neguy,18.1526707096,6.12791219724,0,2,2
bang,18.150943246,6.13123888327,0,2,2
wooper,18.1476807269,6.33771154541,0,2,2
superbagel,18.1455287126,6.02940437952,0,2,2
majorleagueturtle,18.1444551807,4.52243899051,1,4,5
almost ham,18.140906936,6.21578576284,0,2,2
dustland,18.1361987889,6.14425940785,0,2,2
jo,18.1361983201,6.35750874244,0,2,2
hexagons,18.1353569608,6.04604243513,0,2,2
ghost [gardner],18.1258877587,6.33445717145,0,2,2
chi$munny$,18.1256969792,6.14413383562,0,2,2
real,18.1241324317,4.73724013038,1,4,5
jaji,18.1239109848,6.23195536556,0,2,2
kzidek,18.1229855198,4.59363726102,1,5,6
ny_lights,18.1196603998,6.36326178204,0,2,2
rai,18.1155548075,6.32741060607,0,2,2
cryptic,18.1144599766,6.19619953331,0,2,2
dennysgrandslambreakfast,18.1142916122,6.22171372407,0,2,2
ragecage,18.1131154154,6.15817737688,0,2,2
rayramono,18.1112220974,4.63578725676,1,4,5
dirty socks,18.1102630677,6.32749404187,0,2,2
dirtydev,18.1089416713,6.29648098141,0,2,2
yobbo,18.1069641894,6.03756702357,0,2,2
mirth,18.1012300186,5.92414374458,0,2,2
cherrypauper,18.1006942572,6.32718451654,0,2,2
canary,18.1000003278,4.94139097675,1,5,6
patchwork,18.0992287077,6.10708343666,0,2,2
dylonway,18.0987763059,6.0668282322,0,2,2
bambooo,18.0978274374,6.03657519657,0,2,2
good handwriting,18.0978006068,6.67406190924,0,1,1
pika god,18.0955748111,6.03453135319,0,2,2
teejusb,18.094825302,6.30426331404,0,2,2
luretryne,18.0908530336,3.82420100626,1,6,7
quien?,18.0895120868,5.70379454402,0,2,2
veggietalesdeluxe,18.0886499232,6.09567626875,0,2,2
wal,18.0882923112,4.52137641187,1,4,5
mesmerist,18.0882564081,5.95644782853,0,2,2
edamame,18.0850745739,6.3107897112,0,2,2
norway,18.0841022875,3.30969260436,3,11,14
anduni,18.0828444979,6.32125134031,0,2,2
rezah,18.0824771234,6.01108971192,0,2,2
cyrup,18.0816831323,6.32287378383,0,2,2
rza,18.0764371614,6.19864407248,0,2,2
5,18.0754517575,6.1853540477,0,2,2
parra,18.0708270262,3.91597696115,1,8,9
mrdr,18.0703723729,6.31834047469,0,2,2
some freaking cactus,18.0695408889,6.18446838979,0,2,2
groove crusader,18.0689734211,4.719612033,1,4,5
swiper,18.0674267053,5.95235234579,0,2,2
bom,18.063794277,6.31396442905,0,2,2
whims,18.063581897,6.12450036494,0,2,2
ruthy,18.0631123667,6.31423754964,0,2,2
captain kush,18.0624078875,6.27052943745,0,2,2
nashi,18.0622710642,4.61706671121,1,4,5
my mom,18.060791029,6.31405475336,0,2,2
mesh$,18.0576202435,6.31546092757,0,2,2
vibes,18.0573227949,6.33103684303,0,2,2
joeyoyos,18.0567787193,5.89679387712,0,2,2
obama,18.0564932189,6.2245370821,0,2,2
robocop,18.0562665324,6.05394969638,0,2,2
overly minus,18.0521447848,6.10067114108,0,2,2
mexican  spongebob,18.0519391521,5.89829113822,0,2,2
louieg,18.0519225452,5.78810335501,0,2,2
pewu,18.043130453,6.33311666586,0,2,2
fuwa,18.0429568542,5.93001502829,0,2,2
fr0d,18.0428187692,6.46387437135,0,2,2
hoofarted,18.0428187692,6.46387437135,0,2,2
bloodzure,18.0428187692,6.46387437135,0,2,2
tunnelsnakesrule,18.0428187692,6.46387437135,0,2,2
kanto,18.0428187692,6.46387437135,0,2,2
porkwings,18.0428187692,6.46387437135,0,2,2
happydude2,18.0428187692,6.46387437135,0,2,2
mmshan,18.0428187692,6.46387437135,0,2,2
omelette,18.0422239208,5.75148519459,0,2,2
drum,18.0374245722,6.3080291707,0,2,2
everstorm,18.0362007759,6.30621486641,0,2,2
sortie,18.0354583135,4.49131290022,1,5,6
depressed eagle,18.0353671884,3.74277762047,2,8,10
flippy_o,18.0344104376,3.86043882488,2,8,10
taptap,18.0336965978,4.82300820257,1,4,5
151a,18.0335295337,6.23196164388,0,2,2
young_list,18.033279538,6.50820934208,0,1,1
captchagod64,18.0316336606,6.3068084885,0,2,2
kao,18.0305270645,6.32436071169,0,2,2
tiff,18.0283155728,6.28722065422,0,2,2
pom,18.0274899012,4.43868655712,1,4,5
gudaguda,18.0274530755,6.20025917537,0,2,2
winmil,18.0233718109,6.26847508749,0,2,2
dorsh,18.0226182975,6.17795456058,0,2,2
lazer,18.0216628583,6.21366753993,0,2,2
helio,18.0207211573,3.37707716007,3,10,13
kingmaxor,18.0202458531,6.45566975253,0,2,2
paco [larkin],18.0187249326,6.06986880855,0,2,2
shabby,18.0150440182,6.00946933763,0,2,2
kaboom,18.0125911386,6.24323830446,0,2,2
elfonzio,18.0083493699,6.33326283994,0,2,2
un0,18.0069446834,4.74317289348,1,4,5
bozomozo,18.0068685639,6.45114574338,0,2,2
zalost,18.0060240808,3.74093768479,2,6,8
syves,18.0030821245,6.29760265653,0,2,2
gumby,18.0019216299,6.11221248253,0,2,2
fashion police,18.0016287248,4.46466656757,1,4,5
soberd,17.9986358491,4.54893950965,1,3,4
lordbeard,17.9980023599,6.32119878345,0,2,2
codec,17.9980023599,6.32119878345,0,2,2
juno,17.9980023599,6.32119878345,0,2,2
the cold vein,17.9980023599,6.32119878345,0,2,2
letterboy,17.9980023599,6.32119878345,0,2,2
amoeba,17.9980023599,6.32119878345,0,2,2
candle,17.9980023599,6.32119878345,0,2,2
quancentrate,17.9980023599,6.32119878345,0,2,2
i'm the nalls,17.9980023599,6.32119878345,0,2,2
exile,17.9980023599,6.32119878345,0,2,2
highlyeducational,17.9980023599,6.32119878345,0,2,2
glist,17.9980023599,6.32119878345,0,2,2
mr cutting horse,17.9980023599,6.32119878345,0,2,2
rovl,17.9980023599,6.32119878345,0,2,2
megaamoonguss,17.9980023599,6.32119878345,0,2,2
l0rdchilled,17.9980023599,6.32119878345,0,2,2
cr0ak,17.9980023599,6.32119878345,0,2,2
maps,17.9980023599,6.32119878345,0,2,2
drowninfish,17.9980023599,6.32119878345,0,2,2
radical3i,17.9980023599,6.32119878345,0,2,2
jim,17.9980023599,6.32119878345,0,2,2
_ko,17.9980023599,6.32119878345,0,2,2
organic_bean,17.9980023599,6.32119878345,0,2,2
albert with a money sign,17.9980023599,6.32119878345,0,2,2
jayford,17.9980023599,6.32119878345,0,2,2
nice moose,17.9980023599,6.32119878345,0,2,2
picasso,17.9980023599,6.32119878345,0,2,2
equinox,17.9980023599,6.32119878345,0,2,2
earthberg,17.9980023599,6.32119878345,0,2,2
jlaw,17.9980023599,6.32119878345,0,2,2
1nertia,17.9980023599,6.32119878345,0,2,2
troll meister,17.9980023599,6.32119878345,0,2,2
kitka,17.9980023599,6.32119878345,0,2,2
humanoid,17.9980023599,6.32119878345,0,2,2
valor_ryan,17.9980023599,6.32119878345,0,2,2
moar,17.9980023599,6.32119878345,0,2,2
kingdong,17.9980023599,6.32119878345,0,2,2
kruzz,17.9980023599,6.32119878345,0,2,2
edmund nelson,17.9980023599,6.32119878345,0,2,2
sc0pes,17.9980023599,6.32119878345,0,2,2
mortfeld,17.9980023599,6.32119878345,0,2,2
tevaq,17.9980023599,6.32119878345,0,2,2
imatree,17.9980023599,6.32119878345,0,2,2
time and trust,17.9980023599,6.32119878345,0,2,2
bebop,17.9980023599,6.32119878345,0,2,2
dolla bill bill,17.9980023599,6.32119878345,0,2,2
ryzzle,17.9980023599,6.32119878345,0,2,2
kurly,17.9980023599,6.32119878345,0,2,2
broclee,17.9980023599,6.32119878345,0,2,2
eliminate,17.9980023599,6.32119878345,0,2,2
sammy,17.9980023599,6.32119878345,0,2,2
amrit,17.9980023599,6.32119878345,0,2,2
slappygilmore,17.9980023599,6.32119878345,0,2,2
pigeon,17.9980023599,6.32119878345,0,2,2
grizzlybair,17.9980023599,6.32119878345,0,2,2
darkclops,17.9980023599,6.32119878345,0,2,2
guapo,17.9980023599,6.32119878345,0,2,2
ikd!,17.9980023599,6.32119878345,0,2,2
spoons,17.9980023599,6.32119878345,0,2,2
mrdrjacob,17.9980023599,6.32119878345,0,2,2
tag pending,17.9980023599,6.32119878345,0,2,2
eggbert,17.9980023599,6.32119878345,0,2,2
dong,17.9980023599,6.32119878345,0,2,2
king k rool,17.9980023599,6.32119878345,0,2,2
shaw,17.9980023599,6.32119878345,0,2,2
birdman,17.9980023599,6.32119878345,0,2,2
rêve,17.9980023599,6.32119878345,0,2,2
dern,17.9980023599,6.32119878345,0,2,2
the pretzel pimp,17.9980023599,6.32119878345,0,2,2
laham,17.9980023599,6.32119878345,0,2,2
taco,17.9980023599,6.32119878345,0,2,2
m.kat,17.9980023599,6.32119878345,0,2,2
tokiokid10,17.9980023599,6.32119878345,0,2,2
tome,17.9980023599,6.32119878345,0,2,2
leazure,17.9980023599,6.32119878345,0,2,2
hatmadder,17.9980023599,6.32119878345,0,2,2
tats,17.9980023599,6.32119878345,0,2,2
blindluckbert,17.9980023599,6.32119878345,0,2,2
mr. meeseeks,17.9980023599,6.32119878345,0,2,2
broon the spoon,17.9980023599,6.32119878345,0,2,2
pliskin,17.9980023599,6.32119878345,0,2,2
charlie sheen,17.9980023599,6.32119878345,0,2,2
incurredwrath,17.9980023599,6.32119878345,0,2,2
iridium,17.9980023599,6.32119878345,0,2,2
yung blessed,17.9980023599,6.32119878345,0,2,2
vlerk,17.9980023599,6.32119878345,0,2,2
spike,17.9980023599,6.32119878345,0,2,2
fernyysanchez,17.9980023599,6.32119878345,0,2,2
bullshooter,17.9980023599,6.32119878345,0,2,2
athens,17.9980023599,6.32119878345,0,2,2
stanley mayhem,17.9980023599,6.32119878345,0,2,2
runix,17.9980023599,6.32119878345,0,2,2
bren,17.9980023599,6.32119878345,0,2,2
themickeynick,17.9980023599,6.32119878345,0,2,2
noire,17.9980023599,6.32119878345,0,2,2
nicklit,17.9980023599,6.32119878345,0,2,2
blackstar,17.9980023599,6.32119878345,0,2,2
toro,17.9980023599,6.32119878345,0,2,2
dr.islio,17.9980023599,6.32119878345,0,2,2
klms,17.9980023599,6.32119878345,0,2,2
theargentinegreek,17.9980023599,6.32119878345,0,2,2
zaq,17.9980023599,6.32119878345,0,2,2
brokr,17.9980023599,6.32119878345,0,2,2
nell,17.9980023599,6.32119878345,0,2,2
muse_10,17.9980023599,6.32119878345,0,2,2
gamestationpro,17.9980023599,6.32119878345,0,2,2
flcd,17.9980023599,6.32119878345,0,2,2
smt,17.9980023599,6.32119878345,0,2,2
mank,17.9980023599,6.32119878345,0,2,2
kebab,17.9980023599,6.32119878345,0,2,2
20pcmcnugget,17.9980023599,6.32119878345,0,2,2
paws,17.9980023599,6.32119878345,0,2,2
bbg,17.9980023599,6.32119878345,0,2,2
tonik,17.9980023599,6.32119878345,0,2,2
poontycoon,17.9980023599,6.32119878345,0,2,2
turnt_up,17.9980023599,6.32119878345,0,2,2
codytappen,17.9980023599,6.32119878345,0,2,2
sinine,17.9980023599,6.32119878345,0,2,2
gansama,17.9980023599,6.32119878345,0,2,2
mhmm,17.9980023599,6.32119878345,0,2,2
lustrick,17.9966408892,5.72861633507,0,2,2
hypa,17.9925940601,6.12893272343,0,2,2
mertauh,17.991935949,6.00091537386,0,2,2
kwang,17.9907402618,4.57819230892,1,4,5
iiliitist,17.9871352039,6.44476018853,0,2,2
shiiv,17.9867724827,6.20386368353,0,2,2
mcspammer,17.9846053545,6.29286714433,0,2,2
hiv+,17.9843615653,4.43579149229,1,4,5
zerthex,17.9814660217,6.14756800729,0,2,2
kingwolfgang,17.9811862118,5.69418032979,0,2,2
lordtogs,17.9794653113,4.01140596894,2,4,6
vinje,17.9788892564,6.32078887469,0,2,2
hamhampopo,17.9766716064,6.3145628101,0,2,2
tuba,17.9766431866,5.72669743114,0,2,2
baltimarth,17.9760186019,4.84989503927,1,4,5
cheeze whizard,17.9755130022,6.29906661054,0,2,2
countedbeef122,17.9738852133,6.3015179767,0,2,2
jacobarf,17.9699315921,4.40957015164,1,4,5
splash,17.9692443808,5.81240529341,0,2,2
kirro,17.9688003138,6.16880310589,0,2,2
trump2020,17.9656748699,6.14646852029,0,2,2
jslayer,17.9653539845,6.29617285694,0,2,2
mariner,17.9585285105,6.29365922064,0,2,2
durandal,17.9580664554,6.29508425825,0,2,2
the amputee,17.9549877037,6.28018135274,0,1,1
sss,17.9518755711,6.29353734746,0,2,2
endofstory,17.9509171114,4.84596758005,1,4,5
patsheezy,17.9509171114,4.84596758005,1,4,5
2%,17.9505484112,6.28790343264,0,2,2
theschmuck33,17.9504462947,6.31464811133,0,2,2
jesper,17.9484295575,4.0517837309,1,7,8
hatbeanie,17.9421735478,4.70750492165,1,4,5
cammy,17.9416867814,6.16786847069,0,2,2
j.tmbr,17.9408832999,4.28856022497,1,4,5
itchyanscratchy,17.9383694895,6.07451675831,0,2,2
theboy,17.9379689142,6.20481301144,0,2,2
the dormouse,17.9350455113,6.03423436328,0,2,2
cool blue™,17.9344406591,4.46193647827,1,3,4
tyler,17.9341651474,4.78805759995,1,4,5
strawberry love,17.9338658506,6.14285090816,0,2,2
barking_frog,17.9315943793,5.9128300841,0,2,2
ayyolado,17.9304706219,6.30905337612,0,2,2
meguca,17.930093097,4.91054139848,1,3,4
pwnagepolice,17.9280083988,4.69997430807,1,4,5
bruisingprune,17.9270553965,5.79267042997,0,2,2
yeesus,17.9253742354,6.17292597545,0,2,2
shippu,17.9241714887,6.30546336552,0,2,2
bell,17.9232877436,4.06250447109,1,4,5
b33f,17.9211405839,6.70910250356,0,1,1
verity,17.9201923097,6.28791785163,0,2,2
pandemicpotato,17.9069747558,6.20400902405,0,2,2
cinc0,17.9057304173,4.54976388821,1,4,5
acons,17.9055473681,6.28645623876,0,2,2
novi,17.903702112,4.85263744263,1,3,4
patty-wagon,17.9028011122,6.30248159975,0,2,2
yeet,17.8998130813,6.00769404966,0,2,2
heavenlyflow,17.8981856505,6.09853062172,0,2,2
na5ty,17.8970001755,5.95983724006,0,2,2
wolfie,17.8936691593,5.84023352308,0,2,2
glockodile,17.8920409796,4.57060521184,1,4,5
mysterion,17.8910847757,4.74738223233,1,4,5
lawyerdog,17.887961304,4.92919790367,1,4,5
omnicloud7strife,17.8857907613,6.08868174046,0,2,2
raiden1,17.8818794385,3.64815005442,2,5,7
karnage,17.8792951176,5.72819364108,0,2,2
slopnessie,17.8786266911,6.26961688279,0,2,2
theauthor,17.8768167541,6.01191450765,0,2,2
chombomann,17.8759551299,6.29759383592,0,2,2
jake snek,17.8745927827,6.06008352777,0,2,2
diego,17.8703777027,6.05870906251,0,2,2
aweshucks,17.8702151353,4.60209017158,1,4,5
gutiger,17.86788803,5.56180652566,0,2,2
dole,17.867236677,6.04228936002,0,2,2
disdeyn,17.8671955424,6.40919634243,0,2,2
shum,17.8632864466,5.8897715081,0,2,2
cosmicswagdaddy,17.8616653953,5.93830825462,0,3,3
mafoo,17.8614769154,6.16463441558,0,2,2
blaziken,17.8581556321,4.45915490493,1,5,6
mccombo,17.8578994316,6.46943629545,0,1,1
j-roc,17.8557121088,4.77970989358,1,4,5
bureaucraat,17.8550470922,6.29429574863,0,2,2
fmax,17.8547702612,4.6304221792,1,4,5
cbass,17.8543455967,6.27402162371,0,2,2
no true scotsman,17.8533805208,6.40476598546,0,2,2
maverick,17.8521646467,3.86994395119,2,6,8
eggs on legs,17.8515352178,6.16117086978,0,2,2
ooze,17.8511775867,4.68595367924,1,4,5
nn7,17.8509207212,6.26286302029,0,2,2
radical raymondd,17.8489659406,6.40403602068,0,2,2
metalheadgx,17.842592747,6.70077814964,0,1,1
highdef,17.8425311656,6.01761332175,0,2,2
joff,17.8424125908,6.05880683304,0,2,2
tashigi,17.8416208398,4.75727719183,1,4,5
marko,17.8410701625,6.40161034098,0,2,2
deathforgold,17.8378409603,6.25463043271,0,2,2
tone,17.833821562,6.07286479316,0,2,2
téabone,17.8336920305,4.7626185357,1,5,6
scorpiator,17.8314176099,4.59325026646,1,4,5
myst,17.829679362,5.82694335906,0,3,3
kimarah,17.8270005524,6.29388615473,0,2,2
axb,17.8270005524,6.29388615473,0,2,2
god,17.8270005524,6.29388615473,0,2,2
nychee,17.8270005524,6.29388615473,0,2,2
dr. wu,17.8270005524,6.29388615473,0,2,2
heavy metal sheik,17.8270005524,6.29388615473,0,2,2
roll,17.8270005524,6.29388615473,0,2,2
kyrios,17.8270005524,6.29388615473,0,2,2
tsundere,17.8270005524,6.29388615473,0,2,2
prism,17.8270005524,6.29388615473,0,2,2
skelly,17.8270005524,6.29388615473,0,2,2
elementofsmash,17.8270005524,6.29388615473,0,2,2
kannonzz,17.8270005524,6.29388615473,0,2,2
zeaku,17.8270005524,6.29388615473,0,2,2
mr yaah,17.8270005524,6.29388615473,0,2,2
jippythelion,17.8270005524,6.29388615473,0,2,2
kentobento,17.8270005524,6.29388615473,0,2,2
m@chete,17.8270005524,6.29388615473,0,2,2
heatriser,17.8270005524,6.29388615473,0,2,2
pop magoot,17.8270005524,6.29388615473,0,2,2
spek,17.8270005524,6.29388615473,0,2,2
witchcraft,17.8270005524,6.29388615473,0,2,2
druid,17.8270005524,6.29388615473,0,2,2
sheikmaster,17.8270005524,6.29388615473,0,2,2
toes,17.8270005524,6.29388615473,0,2,2
cobalt,17.8270005524,6.29388615473,0,2,2
lvl6zubat,17.8270005524,6.29388615473,0,2,2
ruskeezy,17.8270005524,6.29388615473,0,2,2
eorp,17.8270005524,6.29388615473,0,2,2
fraude françois,17.8270005524,6.29388615473,0,2,2
hp,17.8270005524,6.29388615473,0,2,2
locoelephante,17.8270005524,6.29388615473,0,2,2
weakener,17.8270005524,6.29388615473,0,2,2
samurice,17.8270005524,6.29388615473,0,2,2
vega,17.8270005524,6.29388615473,0,2,2
khakiducks,17.8270005524,6.29388615473,0,2,2
superflopp,17.8270005524,6.29388615473,0,2,2
noopers,17.8270005524,6.29388615473,0,2,2
2broke,17.8270005524,6.29388615473,0,2,2
neku,17.8270005524,6.29388615473,0,2,2
jazzy,17.8270005524,6.29388615473,0,2,2
red-white,17.8270005524,6.29388615473,0,2,2
porkloins,17.8270005524,6.29388615473,0,2,2
sasquatch,17.8270005524,6.29388615473,0,2,2
[the fox army],17.8270005524,6.29388615473,0,2,2
amplas,17.8270005524,6.29388615473,0,2,2
xcal,17.8270005524,6.29388615473,0,2,2
hurricane rising,17.8270005524,6.29388615473,0,2,2
dyldoge,17.8270005524,6.29388615473,0,2,2
dj  jose,17.8270005524,6.29388615473,0,2,2
the,17.8270005524,6.29388615473,0,2,2
anabanana,17.8270005524,6.29388615473,0,2,2
kochisnsd,17.8270005524,6.29388615473,0,2,2
gamarad,17.8260236677,6.39755968115,0,2,2
dreamfunk,17.8221150907,6.05970526571,0,2,2
daouzin,17.8204968948,6.06376900546,0,2,2
yamz,17.8177793268,4.70278208749,1,4,5
curiousplaces,17.817055081,6.15530893774,0,2,2
randellion,17.8103286048,6.05965318578,0,2,2
pink flamingo,17.8036499642,4.80639887223,1,4,5
venitas,17.8036499642,4.80639887223,1,4,5
malachite,17.7996319799,6.04241336714,0,2,2
giggitoxin,17.7995920436,6.05931614243,0,2,2
giraffe,17.7976568551,4.34968434389,1,6,7
czar,17.795646168,4.77150750592,1,4,5
gobos,17.7916977315,6.2624538143,0,2,2
makeamericagreatagain,17.7898496761,6.38829210126,0,2,2
mando,17.7847248835,6.27673946818,0,2,2
lube,17.7847010055,6.23659779107,0,2,2
pupudoodoo,17.7840550583,6.27197708,0,2,2
isbjørn,17.781762389,3.36459335048,3,9,12
dextrous devil,17.7809239444,5.91300591917,0,2,2
ricstr,17.7756843969,6.01598610834,0,2,2
yamsofsteel,17.7694845542,6.03559659391,0,3,3
alexander,17.7694767203,4.50954952354,1,5,6
cupcake,17.7641818624,6.24188737795,0,2,2
rambo nanny,17.7629167866,6.2757292914,0,2,2
exlatios,17.761833029,4.90868067621,1,2,3
trod,17.7563181542,4.77572784515,1,5,6
doppler12,17.7540659056,6.2479481061,0,2,2
spigot,17.7530263588,6.15411601902,0,2,2
term,17.7528540281,6.37840119552,0,2,2
arga,17.751501001,6.25502901984,0,2,2
antonio,17.7506574101,6.25115441119,0,2,2
elquapod,17.7503431297,6.28481550216,0,2,2
telemonic,17.7425500391,5.93258321879,0,2,2
c^2,17.7391572792,6.35064910342,0,1,1
chaotropic,17.7367696171,6.08456075178,0,2,2
brooke,17.7314791551,6.28328425926,0,2,2
sozo,17.7271920264,6.24050236417,0,2,2
smiles4miles,17.7245792596,6.26191557976,0,2,2
mdc,17.7220368619,5.85070365455,0,2,2
lfnt,17.7204336634,5.88599733509,0,2,2
dangerous dude,17.7201662539,4.23402172939,1,6,7
ricky jo,17.7154020792,6.22414134459,0,2,2
dallin,17.7140304443,6.16230441253,0,2,2
mark,17.7135856988,6.06445466971,0,2,2
ac!d,17.7135163758,6.06048814864,0,2,2
papa izzy,17.7121642847,5.83886377333,0,2,2
tarn,17.7116892315,3.78223476617,2,8,10
ozp,17.7109310593,6.21918182532,0,2,2
truck,17.7099714064,4.34111319979,1,5,6
maaron,17.70703752,6.12652688944,0,2,2
ark,17.7061154527,3.60563425605,2,7,9
agyle,17.7053492145,6.10037765647,0,2,2
scuba steve,17.7019121221,6.63955732121,0,1,1
patsj,17.701484792,4.11765575849,1,6,7
ruse,17.7006455059,4.65570233438,1,5,6
j9d2,17.699393923,6.1721237644,0,2,2
ben2,17.6982007491,6.36535899879,0,2,2
tbone,17.6949108442,6.11783448067,0,2,2
shreddern64,17.6925987228,6.3561012149,0,2,2
musicmasterjtw,17.6925767755,6.27964406675,0,2,2
heartsdealer,17.6900023137,6.2291814448,0,2,2
maxo the midge,17.6886801528,6.27857784045,0,2,2
kernimal,17.6868249983,6.09539574872,0,2,2
lmn,17.6866990245,5.94096717775,0,2,2
herr råbob,17.6853493532,4.7346527412,1,5,6
nawtfox,17.6810515713,6.22581139811,0,2,2
ddhs,17.6802624992,4.7299168305,1,5,6
yamin4,17.6789790191,6.53641129428,0,2,2
bikefrog,17.6785508089,3.67322747419,1,6,7
mrblazinasian,17.6782414782,6.08272353622,0,2,2
cmac1211,17.6737596362,4.70258999241,1,4,5
fig newton,17.673277955,6.35983874293,0,2,2
capitali$m,17.6727863501,6.04459201494,0,2,2
manifesto,17.6706255989,5.84062964508,0,2,2
yung,17.6700071769,3.79721072013,2,6,8
train,17.6696946786,6.23727248891,0,2,2
kimosabae,17.6687468802,6.0240651947,0,2,2
