player,rating,rd,sets,wins,losses,num_tourneys
echonce,1400.16218631,227.734413905,3,1,2,1
ike,1400.16218631,228.733389073,3,1,2,1
higglypuff,1400.16218631,228.733389073,3,1,2,1
bow,1400.16218631,228.067891814,3,1,2,1
supermanchunky,1400.16218631,228.067891814,3,1,2,1
clubs,1400.16218631,228.733389073,3,1,2,1
u01,1400.16218631,227.942894771,3,1,2,1
nabi,1400.16218631,228.359285506,3,1,2,1
whiskey milk,1400.16218631,228.733389073,3,1,2,1
kushmaster,1400.16218631,228.733389073,3,1,2,1
la bomba,1400.16218631,228.733389073,3,1,2,1
zomb,1400.16218631,228.733389073,3,1,2,1
pancho,1400.16218631,228.733389073,3,1,2,1
koon,1400.16218631,228.733389073,3,1,2,1
trig,1400.16218631,228.733389073,3,1,2,1
wransky,1400.16218631,228.359285506,10,4,6,2
grape jelly,1400.16218631,228.067891814,3,1,2,1
boobs,1400.16218631,228.026233747,3,1,2,1
highwalker,1400.16218631,228.23444805,3,1,2,1
turnup_xd,1400.16218631,227.942894771,3,1,2,1
wangz,1400.16218631,228.733389073,3,1,2,1
naminker,1400.16218631,228.733389073,3,1,2,1
franknstein,1400.16218631,228.733389073,3,1,2,1
kush wizard,1400.16218631,228.525629365,3,1,2,1
scrapg,1400.16218631,228.525629365,3,1,2,1
farthbog,1400.16218631,228.067891814,3,1,2,1
dispo,1400.16218631,227.734413905,3,1,2,1
coupon,1400.16218631,227.942894771,3,1,2,1
og asi,1400.16218631,228.733389073,3,1,2,1
ritalin-and-steak,1400.16218631,227.942894771,3,1,2,1
crawfish,1400.16218631,228.525629365,3,1,2,1
cola,1400.16218631,228.733389073,3,1,2,1
butterjones,1400.16218631,228.276068121,3,1,2,1
urbanlime,1400.16218631,228.733389073,3,1,2,1
bassmanbran,1400.16218631,228.733389073,3,1,2,1
ytyg echo,1400.16218631,228.109542274,3,1,2,1
del,1400.16218631,228.733389073,3,1,2,1
arcus,1400.16218631,228.733389073,3,1,2,1
shurfyne,1400.16218631,228.067891814,3,1,2,1
sean,1400.16218631,228.067891814,3,1,2,1
surf,1400.16218631,228.109542274,3,1,2,1
kidracula,1400.16218631,228.359285506,3,1,2,1
karn1vore,1400.16218631,228.067891814,3,1,2,1
kiki,1400.16218631,228.733389073,3,1,2,1
cremepuff,1400.16218631,228.276068121,3,1,2,1
captaindirtybird,1400.16218631,227.942894771,3,1,2,1
dach,1400.16218631,228.525629365,3,1,2,1
darelis,1400.16218631,228.733389073,3,1,2,1
lojo,1400.16218631,228.23444805,3,1,2,1
clubhs,1400.16218631,228.733389073,3,1,2,1
twto,1400.16218631,228.359285506,3,1,2,1
quak,1400.16218631,228.067891814,3,1,2,1
jusbeatbox,1400.16218631,228.733389073,3,1,2,1
bombadil,1400.16218631,227.734413905,3,1,2,1
edwin...,1400.16218631,228.733389073,3,1,2,1
space,1400.16218631,228.733389073,3,1,2,1
doctor moseley,1400.16218631,228.276068121,3,1,2,1
brassypolecat,1400.16218631,228.109542274,3,1,2,1
treble,1400.16218631,228.733389073,3,1,2,1
sen,1400.16218631,227.734413905,3,1,2,1
azzy,1400.16218631,228.733389073,3,1,2,1
kiwi,1400.16218631,228.23444805,3,1,2,1
boyne,1400.16218631,227.942894771,3,1,2,1
the p-diddler,1400.16218631,228.151185131,3,1,2,1
tittyboi,1400.16218631,228.733389073,3,1,2,1
ol' dirty smashtard,1400.16218631,228.733389073,3,1,2,1
julio98,1400.16218631,228.067891814,3,1,2,1
jfm,1400.16218631,228.067891814,3,1,2,1
burgher earl,1400.16218631,228.151185131,3,1,2,1
arisingshadow,1400.16218631,228.525629365,3,1,2,1
toastkitten,1400.16218631,228.733389073,3,1,2,1
slaw,1400.16218631,228.733389073,3,1,2,1
pope,1400.16218631,228.276068121,3,1,2,1
lvl 20 magikarp,1400.16218631,228.733389073,3,1,2,1
wonk,1400.16218631,228.733389073,3,1,2,1
flashboy,1400.16218631,228.733389073,3,1,2,1
gnast,1400.16218631,228.733389073,3,1,2,1
adpextwindong,1400.16218631,229.728020225,3,1,2,2
fatal,1400.16218631,228.733389073,3,1,2,1
iceluigi,1400.16218631,228.109542274,3,1,2,1
srocky,1400.16218631,228.067891814,3,1,2,1
allday napper,1400.16218631,228.733389073,3,1,2,1
trebert,1400.16218631,228.733389073,3,1,2,1
cubot64,1400.16218631,228.067891814,3,1,2,1
pt2,1400.16218631,228.067891814,3,1,2,1
stoopdapoop,1400.16218631,228.733389073,3,1,2,1
von,1400.16218631,228.525629365,3,1,2,1
gil,1400.16218631,227.734413905,3,1,2,1
supernuggit,1400.16218631,228.733389073,3,1,2,1
jewellery,1400.16218631,228.359285506,3,1,2,1
crust,1400.16218631,227.942894771,3,1,2,1
emperorbutt,1400.16218631,228.067891814,3,1,2,1
sir,1400.16218631,228.733389073,3,1,2,1
diamond,1400.16218631,228.733389073,3,1,2,1
house,1400.16218631,228.23444805,3,1,2,1
knee 'em liam,1400.16218631,227.942894771,3,1,2,1
boba,1400.16218631,228.733389073,3,1,2,1
seb,1400.16218631,228.359285506,3,1,2,1
mrbitter,1400.16218631,228.733389073,3,1,2,1
bcrypt,1400.16218631,228.359285506,3,1,2,1
goonknight,1400.16218631,228.733389073,3,1,2,1
seel,1400.16218631,228.026233747,3,1,2,1
dabes,1400.16218631,228.733389073,3,1,2,1
matsson,1400.16218631,228.733389073,3,1,2,1
brontë,1400.16218631,228.733389073,3,1,2,1
jorbic,1400.16218631,227.942894771,3,1,2,1
noob,1400.16218631,228.276068121,6,2,4,2
firearrow,1400.16218631,228.733389073,3,1,2,1
ready set goats!,1400.16218631,228.359285506,3,1,2,1
geekliftus,1400.16218631,228.733389073,3,1,2,1
meyerzzzz,1400.16218631,228.525629365,3,1,2,1
ruru,1400.16218631,228.525629365,3,1,2,1
paolothedon,1400.16218631,228.151185131,3,1,2,1
v2o,1400.16218631,228.733389073,3,1,2,1
rx,1400.16218631,228.733389073,3,1,2,1
sev,1400.16218631,227.942894771,3,1,2,1
acholight,1400.16218631,228.359285506,3,1,2,1
hahaae,1400.16218631,228.23444805,3,1,2,1
bubba,1400.16218631,227.734413905,3,1,2,1
achaoticnordi,1400.16218631,228.067891814,3,1,2,1
michaelmichaelmotorcycle,1400.16218631,228.733389073,3,1,2,1
relaxalax,1400.16218631,228.359285506,3,1,2,1
djsnowcone,1400.16218631,228.276068121,3,1,2,1
l81,1400.16218631,228.23444805,3,1,2,1
solid dong,1400.16218631,228.067891814,3,1,2,1
beto,1400.16218631,228.525629365,3,1,2,1
yansnow,1400.16218631,228.359285506,3,1,2,1
gooz,1400.16218631,227.942894771,3,1,2,1
meatcoffee,1400.16218631,228.733389073,3,1,2,1
hotdogsafari,1400.16218631,228.067891814,3,1,2,1
3hits,1400.16218631,228.733389073,3,1,2,1
moku,1400.16218631,228.067891814,3,1,2,1
keebler,1400.16218631,228.733389073,3,1,2,1
scrooge,1400.16218631,228.733389073,3,1,2,1
rngeesus,1400.16218631,228.733389073,3,1,2,1
aaronn,1400.16218631,227.734413905,3,1,2,1
nostalgickitty,1400.16218631,228.359285506,3,1,2,1
javqa,1400.16218631,228.359285506,9,2,7,2
vorde,1400.16218631,228.359285506,3,1,2,1
rickdb3,1400.16218631,228.067891814,3,1,2,1
ryan,1400.16218631,227.942894771,3,1,2,1
maresch,1400.16218631,228.359285506,3,1,2,1
stayqrispy,1400.16218631,228.733389073,3,1,2,1
winky,1400.16218631,228.733389073,3,1,2,1
legoman,1400.16218631,228.525629365,3,1,2,1
snacks,1400.16218631,228.733389073,3,1,2,1
noro,1400.16218631,228.733389073,3,1,2,1
maki,1400.16218631,228.067891814,3,1,2,1
hella ugly,1400.16218631,228.733389073,3,1,2,1
straight,1400.16218631,228.733389073,3,1,2,1
d_lidz,1400.16218631,227.942894771,3,1,2,1
slade,1400.16218631,228.733389073,3,1,2,1
funk,1400.16218631,228.525629365,3,1,2,1
pph,1400.16218631,228.067891814,3,1,2,1
hitboxninja,1400.16218631,228.733389073,3,1,2,1
kitsune,1400.16218631,228.733389073,3,1,2,1
rabittz,1400.16218631,228.067891814,3,1,2,1
blue jay,1400.16218631,228.733389073,3,1,2,1
cheung,1400.16218631,228.359285506,3,1,2,1
bants,1400.16218631,228.525629365,3,1,2,1
vapid,1400.16218631,228.733389073,3,1,2,1
stami,1400.16218631,228.733389073,3,1,2,1
k•maru,1400.16218631,228.733389073,3,1,2,1
scooch,1400.16218631,228.359285506,3,1,2,1
cat_tree,1400.16218631,228.525629365,3,1,2,1
the chief,1400.16218631,228.733389073,3,1,2,1
mamabenji,1400.16218631,228.733389073,3,1,2,1
doghaus,1400.16218631,227.942894771,3,1,2,1
boriater,1400.16218631,228.067891814,3,1,2,1
lucas,1400.16218631,228.733389073,3,1,2,1
the maltese falco,1400.16218631,228.067891814,3,1,2,1
wooks,1400.16218631,228.276068121,3,1,2,1
winda,1400.16218631,228.276068121,3,1,2,1
branflakes,1400.16218631,228.733389073,3,1,2,1
disafter,1400.16218631,228.400882828,3,1,2,1
harvey_birdman,1400.16218631,228.067891814,3,1,2,1
cosmit,1400.16218631,228.733389073,3,1,2,1
dutes,1400.16218631,228.067891814,3,1,2,1
magnetic salt,1400.16218631,228.733389073,3,1,2,1
uncleph1l,1400.16218631,228.067891814,3,1,2,1
hoov,1400.16218631,227.942894771,3,1,2,1
glgwawa,1400.16218631,228.067891814,3,1,2,1
trock,1400.16218631,228.733389073,3,1,2,1
mattymoo,1400.16218631,228.733389073,3,1,2,1
pochilin,1400.16218631,228.525629365,3,1,2,1
decency,1400.16218631,228.067891814,3,1,2,1
zeria,1400.16218631,228.525629365,3,1,2,1
kelbek,1400.16218631,228.067891814,3,1,2,1
metro,1400.16218631,228.733389073,3,1,2,1
ssb4 sucks,1400.16218631,228.733389073,3,1,2,1
katahri,1400.16218631,228.359285506,10,4,6,2
stringbean,1400.16218631,228.23444805,3,1,2,1
gemigumi,1400.16218631,228.359285506,9,3,6,2
irishwristwatch,1400.16218631,228.525629365,3,1,2,1
bdn,1400.16218631,228.733389073,3,1,2,1
the postal tilt,1400.16218631,227.942894771,3,1,2,1
hamr boss,1400.16218631,228.067891814,3,1,2,1
mova,1400.16218631,228.733389073,3,1,2,1
smurph,1400.16218631,228.525629365,3,1,2,1
loring,1400.16218631,228.733389073,3,1,2,1
abadango,1400.16218631,228.733389073,3,1,2,1
artron,1400.16218631,228.525629365,3,1,2,1
tenemos,1400.16218631,228.276068121,3,1,2,1
gucci,1400.16218631,228.067891814,3,1,2,1
boscotty,1400.16218631,228.733389073,3,1,2,1
skwiggs,1400.16218631,228.109542274,3,1,2,1
tauntz,1400.16218631,228.733389073,3,1,2,1
marri,1400.16218631,228.109542274,3,1,2,1
brotherly,1400.16218631,228.109542274,3,1,2,1
biggily oggily boogly,1400.16218631,228.276068121,3,1,2,1
gamma,1400.16218631,228.359285506,3,1,2,1
umi,1400.16218631,228.359285506,3,1,2,1
rickter_scale,1400.16218631,228.525629365,3,1,2,1
tigurz,1400.16218631,228.525629365,3,1,2,1
kered13,1400.16218631,228.733389073,3,1,2,1
icecream,1400.16218631,228.733389073,3,1,2,1
fluff,1400.16218631,227.734413905,3,1,2,1
dox,1400.16218631,228.733389073,3,1,2,1
krodomon,1400.16218631,228.109542274,3,1,2,1
anti care,1400.16218631,228.026233747,3,1,2,1
schmang,1400.16218631,227.734413905,3,1,2,1
caelan,1400.16218631,228.359285506,3,1,2,1
kat in the sac,1400.16218631,228.733389073,3,1,2,1
gutwrencherttd,1400.16218631,228.733389073,3,1,2,1
yamasaki,1400.16218631,227.734413905,3,1,2,1
chevaca,1400.16218631,228.733389073,3,1,2,1
nokit,1400.16218631,228.067891814,3,1,2,1
poodledeedoop,1400.16218631,228.067891814,3,1,2,1
drlight,1400.16218631,228.733389073,3,1,2,1
bat,1400.16218631,228.733389073,3,1,2,1
octobear,1400.16218631,228.733389073,3,1,2,1
neverlucky,1400.16218631,228.733389073,3,1,2,1
bphan,1400.16218631,228.733389073,3,1,2,1
nukidin,1400.16218631,228.026233747,3,1,2,1
tvfish15,1400.16218631,228.359285506,3,1,2,1
moon over my-hammy,1400.16218631,227.942894771,3,1,2,1
stoneyb,1400.16218631,228.23444805,3,1,2,1
shitty hungrybox,1400.16218631,227.734413905,3,1,2,1
ej39,1400.16218631,228.733389073,3,1,2,1
woodstock,1400.16218631,228.733389073,3,1,2,1
trippy,1400.16218631,228.733389073,3,1,2,1
becx,1400.16218631,228.026233747,3,1,2,1
kl3an,1400.16218631,228.733389073,3,1,2,1
glee,1400.16218631,228.733389073,3,1,2,1
skaterjayy,1400.16218631,228.733389073,3,1,2,1
mojo joe,1400.16218631,228.733389073,3,1,2,1
ogjanks,1400.16218631,228.151185131,3,1,2,1
winslo,1400.16218631,228.733389073,3,1,2,1
burnaby,1400.16218631,228.359285506,9,3,6,2
connoreno,1400.16218631,228.733389073,3,1,2,1
randy,1400.16218631,228.733389073,8,4,4,2
juniorbug,1400.16218631,228.276068121,3,1,2,1
qwillinallthefish,1400.16218631,227.942894771,3,1,2,1
hobbz,1400.16218631,228.733389073,3,1,2,1
ogs gosu,1400.16218631,228.525629365,3,1,2,1
too many cooks,1400.16218631,228.733389073,3,1,2,1
cashew,1400.16218631,228.067891814,3,1,2,1
nerrawx,1400.16218631,228.067891814,3,1,2,1
oppai,1400.16218631,228.733389073,3,1,2,1
scraggus,1400.16218631,228.067891814,3,1,2,1
volk,1400.16218631,228.525629365,3,1,2,1
gilby,1400.16218631,228.151185131,3,1,2,1
yoloyoshi,1400.16218631,228.151185131,3,1,2,1
coveredinbees,1400.16218631,228.733389073,3,1,2,1
spicythug,1400.16218631,228.733389073,3,1,2,1
starelf,1400.16218631,228.733389073,3,1,2,1
lopsided,1400.16218631,228.359285506,3,1,2,1
rymo,1400.16218631,228.733389073,3,1,2,1
objection,1400.16218631,228.359285506,3,1,2,1
nyck,1400.16218631,228.067891814,3,1,2,1
timbo,1400.16218631,228.733389073,3,1,2,1
mfdom,1400.16218631,228.276068121,3,1,2,1
haimatox,1400.16218631,228.067891814,3,1,2,1
f-ric,1400.16218631,228.276068121,3,1,2,1
mel'kaven,1400.16218631,228.733389073,3,1,2,1
saladin,1400.16218631,228.733389073,3,1,2,1
milkwaffles,1400.16218631,228.733389073,3,1,2,1
redfern,1400.16218631,228.733389073,3,1,2,1
lskipl,1400.16218631,227.734413905,3,1,2,1
anne frank,1400.16218631,228.733389073,3,1,2,1
whiz kid,1400.16218631,228.733389073,3,1,2,1
reen,1400.16218631,228.276068121,3,1,2,1
thewildjandro,1400.16218631,228.733389073,3,1,2,1
aully,1400.16218631,228.359285506,3,1,2,1
cheegor,1400.16218631,228.733389073,3,1,2,1
organic,1400.16218631,228.525629365,3,1,2,1
drstyles,1400.16218631,228.733389073,3,1,2,1
bonobono,1400.16218631,228.109542274,3,1,2,1
cilan,1400.16218631,228.151185131,3,1,2,1
obgyn,1400.16218631,228.067891814,3,1,2,1
chuluu,1400.16218631,228.733389073,3,1,2,1
tape,1400.16218631,228.525629365,3,1,2,1
therealjdawgz,1400.16218631,228.067891814,3,1,2,1
ausuri,1400.16218631,228.733389073,3,1,2,1
jaw,1400.16218631,228.359285506,3,1,2,1
drumrollpls,1400.16218631,228.359285506,3,1,2,1
hayd,1400.16218631,228.359285506,3,1,2,1
crispy bacon,1400.16218631,227.734413905,3,1,2,1
me,1400.16218631,228.733389073,3,1,2,1
heeb,1400.16218631,228.733389073,3,1,2,1
bbng,1400.16218631,228.733389073,3,1,2,1
koggy,1400.16218631,228.733389073,3,1,2,1
pistols,1400.16218631,228.525629365,3,1,2,1
keg,1400.16218631,228.067891814,3,1,2,1
primal,1400.16218631,228.733389073,3,1,2,1
na+,1400.16218631,228.733389073,3,1,2,1
hodor,1400.16218631,228.525629365,3,1,2,1
c j,1400.16218631,228.733389073,3,1,2,1
astro,1400.16218631,227.942894771,3,1,2,1
abra,1400.16218631,227.734413905,3,1,2,1
pocket,1400.16218631,228.359285506,3,1,2,1
birdup,1400.16218631,228.525629365,3,1,2,1
moonman,1400.16218631,228.733389073,3,1,2,1
sjw,1400.16218631,228.733389073,3,1,2,1
javelin,1400.16218631,228.733389073,3,1,2,1
chrisinajar,1400.16218631,228.733389073,3,1,2,1
fierce,1400.16218631,228.733389073,3,1,2,1
daniel-san,1400.16218631,228.067891814,3,1,2,1
krisp,1400.16218631,228.359285506,9,4,5,2
trickster,1400.16218631,228.359285506,3,1,2,1
mushroomcap,1400.16218631,228.359285506,3,1,2,1
naythin,1400.16218631,227.942894771,3,1,2,1
darkdragoon,1400.16218631,228.733389073,3,1,2,1
rick_thefox,1400.16218631,228.733389073,3,1,2,1
leather daddy,1400.16218631,228.359285506,3,1,2,1
qualp,1400.16218631,227.734413905,3,1,2,1
blahcookies,1400.16218631,227.734413905,3,1,2,1
kwang,1400.16218631,228.733389073,3,1,2,1
chicago ben,1400.16218631,228.733389073,3,1,2,1
sd rick,1400.16218631,228.067891814,3,1,2,1
$,1400.16218631,227.734413905,3,1,2,1
khornestalk,1400.16218631,228.733389073,3,1,2,1
kruel,1400.16218631,228.109542274,3,1,2,1
just kevin,1400.16218631,228.067891814,3,1,2,1
g1j,1400.16218631,228.733389073,3,1,2,1
toonlink159,1400.16218631,227.734413905,3,1,2,1
magmios,1400.16218631,228.276068121,3,1,2,1
wu2king,1400.16218631,228.525629365,3,1,2,1
shpiders,1400.16218631,228.067891814,3,1,2,1
sureeal,1400.16218631,228.067891814,3,1,2,1
thyrfa,1400.16218631,228.067891814,3,1,2,1
drug,1400.16218631,228.525629365,3,1,2,1
chu12ch,1400.16218631,228.733389073,3,1,2,1
meso,1400.16218631,228.23444805,3,1,2,1
rottenboyz,1400.16218631,228.733389073,3,1,2,1
waifu,1400.16218631,228.733389073,6,2,4,2
dhir,1400.16218631,228.733389073,9,3,6,2
boarder,1400.16218631,227.734413905,3,1,2,1
keefer,1400.16218631,228.733389073,3,1,2,1
bombsoldier,1400.16218631,228.067891814,3,1,2,1
tipc,1400.16218631,228.733389073,3,1,2,1
harrisonfjord,1400.16218631,228.733389073,3,1,2,1
gmar,1400.16218631,228.109542274,3,1,2,1
ocks_rock,1400.16218631,228.733389073,3,1,2,1
cb,1400.16218631,227.734413905,3,1,2,1
jr1501,1400.16218631,228.733389073,3,1,2,1
deskpop,1400.16218631,228.733389073,3,1,2,1
met,1400.16218631,228.026233747,3,1,2,1
masha,1400.16218631,228.733389073,3,1,2,1
reece637,1400.16218631,228.23444805,3,1,2,1
bad,1400.16218631,228.525629365,3,1,2,1
peridot,1400.16218631,228.026233747,3,1,2,1
kid stingray,1400.16218631,228.733389073,3,1,2,1
link,1400.16218631,228.067891814,3,1,2,1
lardarius,1400.16218631,228.733389073,3,1,2,1
knapsack,1400.16218631,227.942894771,3,1,2,1
just watch,1400.16218631,228.525629365,3,1,2,1
shwang,1400.16218631,228.733389073,3,1,2,1
@@,1400.16218631,228.733389073,3,1,2,1
vvvvv,1400.16218631,228.067891814,3,1,2,1
2spoopy,1400.16218631,227.942894771,3,1,2,1
sn3aky,1400.16218631,228.359285506,3,1,2,1
yuxminato,1400.16218631,228.733389073,3,1,2,1
snake,1400.16218631,227.734413905,3,1,2,1
pastor,1400.16218631,228.733389073,3,1,2,1
peak,1400.16218631,228.067891814,3,1,2,1
rish,1400.16218631,228.525629365,3,1,2,1
jack frost,1400.16218631,228.151185131,3,1,2,1
plr0,1400.16218631,228.733389073,3,1,2,1
hdbryan,1400.16218631,228.733389073,3,1,2,1
accelzero,1400.16218631,228.733389073,3,1,2,1
ec_joey,1400.16218631,227.734413905,3,1,2,1
mdma,1400.16218631,227.734413905,3,1,2,1
the ram,1400.16218631,227.942894771,3,1,2,1
kwaniza,1400.16218631,228.733389073,3,1,2,1
daddybiggums,1400.16218631,228.733389073,3,1,2,1
mental djent,1400.16218631,228.733389073,3,1,2,1
sparky,1400.16218631,228.733389073,3,1,2,1
shy,1400.16218631,228.359285506,3,1,2,1
nana saves popo,1400.16218631,228.733389073,3,1,2,1
bigredanimebike,1400.16218631,228.067891814,3,1,2,1
ir,1400.16218631,228.359285506,10,4,6,2
reckon,1400.16218631,228.276068121,3,1,2,1
mantistoboggan,1400.16218631,228.733389073,3,1,2,1
bennyboy98,1400.16218631,228.067891814,3,1,2,1
kit,1400.16218631,228.109542274,3,1,2,1
tafy,1400.16218631,228.733389073,3,1,2,1
d'comboz,1400.16218631,228.733389073,3,1,2,1
blackout,1400.16218631,227.734413905,3,1,2,1
cyxy,1400.16218631,228.525629365,3,1,2,1
pbrake,1400.16218631,228.23444805,3,1,2,1
air,1400.16218631,227.734413905,3,1,2,1
judzuu,1400.16218631,228.359285506,3,1,2,1
gario,1400.16218631,228.733389073,3,1,2,1
attacking zack,1400.16218631,228.359285506,3,1,2,1
zychotic,1400.16218631,228.276068121,3,1,2,1
sleeh,1400.16218631,228.733389073,3,1,2,1
wasian,1400.16218631,228.733389073,3,1,2,1
fractal,1400.16218631,227.734413905,3,1,2,1
nutsack,1400.16218631,228.525629365,3,1,2,1
zopher,1400.16218631,228.733389073,3,1,2,1
snowstorm,1400.16218631,228.733389073,3,1,2,1
hatesauce,1400.16218631,228.733389073,3,1,2,1
bratic,1400.16218631,228.359285506,9,4,5,2
little shocker,1400.16218631,228.733389073,3,1,2,1
juniro,1400.16218631,228.733389073,3,1,2,1
umarth,1400.16218631,228.733389073,3,1,2,1
sleepy time,1400.16218631,228.733389073,3,1,2,1
pharaoh,1400.16218631,228.109542274,3,1,2,1
chikin,1400.16218631,228.151185131,3,1,2,1
zega,1400.16218631,228.276068121,3,1,2,1
claus,1400.16218631,228.276068121,3,1,2,1
koebeldwill,1400.16218631,228.359285506,3,1,2,1
duke tresnor,1400.16218631,228.733389073,3,1,2,1
nanz,1400.16218631,228.733389073,3,1,2,1
mom's spaghetti,1400.16218631,228.733389073,3,1,2,1
papay,1400.16218631,228.359285506,3,1,2,1
no hablo,1400.16218631,228.733389073,3,1,2,1
boosy,1400.16218631,228.733389073,3,1,2,1
caden,1400.16218631,228.525629365,3,1,2,1
melvin,1400.16218631,228.067891814,3,1,2,1
heisenberg,1400.16218631,228.733389073,3,1,2,1
prohybrid,1400.16218631,228.359285506,3,1,2,1
tri-volt,1400.16218631,228.067891814,3,1,2,1
u guy,1400.16218631,228.733389073,3,1,2,1
wombätt,1400.16218631,228.067891814,3,1,2,1
taroube,1400.16218631,227.734413905,3,1,2,1
raz,1400.16218631,228.276068121,3,1,2,1
darklucario,1400.16218631,228.733389073,3,1,2,1
tvdonk,1400.16218631,228.733389073,3,1,2,1
tidi,1400.16218631,228.23444805,3,1,2,1
kingbowser,1400.16218631,228.733389073,3,1,2,1
sergio,1400.16218631,228.733389073,3,1,2,1
halaa,1400.16218631,228.359285506,3,1,2,1
akbiggs,1400.16218631,228.359285506,3,1,2,1
big d squirrels,1400.16218631,228.733389073,3,1,2,1
the don,1400.16218631,228.733389073,3,1,2,1
vaxellon,1400.16218631,228.733389073,3,1,2,1
professor cube,1400.16218631,228.276068121,3,1,2,1
xephyer,1400.16218631,228.026233747,3,1,2,1
kittenlover,1400.16218631,228.733389073,3,1,2,1
trasech,1400.16218631,227.942894771,3,1,2,1
griffin,1400.16218631,228.733389073,3,1,2,1
megamega,1400.16218631,228.067891814,3,1,2,1
dre peng,1400.16218631,228.733389073,3,1,2,1
shysta,1400.16218631,227.942894771,3,1,2,1
senpai,1400.16218631,228.525629365,3,1,2,1
bash,1400.16218631,228.733389073,3,1,2,1
mulkster,1400.16218631,228.525629365,3,1,2,1
drew2king,1400.16218631,228.733389073,3,1,2,1
dis,1400.16218631,228.067891814,3,1,2,1
dani,1400.16218631,228.026233747,3,1,2,1
kepp,1400.16218631,228.733389073,3,1,2,1
smyd,1400.16218631,228.733389073,3,1,2,1
tblow,1400.16218631,228.733389073,3,1,2,1
asterisk,1400.16218631,228.733389073,3,1,2,1
bluj,1400.16218631,228.067891814,3,1,2,1
wazzupo1,1400.16218631,227.734413905,3,1,2,1
theycallmechris,1400.16218631,228.359285506,3,1,2,1
pecan3141,1400.16218631,228.067891814,3,1,2,1
master jay,1400.16218631,228.525629365,3,1,2,1
jarido,1400.16218631,228.359285506,3,1,2,1
inu,1400.16218631,227.942894771,3,1,2,1
conch,1400.16218631,228.525629365,3,1,2,1
sweat,1400.16218631,228.067891814,3,1,2,1
0fun,1400.16218631,227.734413905,3,1,2,1
